,B_mature|Naive,B_mature|Memory_switched,B_mature|Memory_unswitched,B_mature|Memory_atypical,B_mature|HSP,B_mature|ISG,B_mature|CCL4,B_mature|GBP,B_mature|EGR,Cancer_Tissue,Cancer_Type
2022_Guilliams_Cell_Liver|CISE09,0.24096385542168675,0.24096385542168675,0.39759036144578314,0.024096385542168676,0.0,0.0,0.060240963855421686,0.0,0.03614457831325301,Cancer_Metastasis,CRC
2023_Terekhova_Immunity_PBMC|FE02,0.8352941176470589,0.16470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S057,0.20618556701030927,0.1718213058419244,0.47079037800687284,0.15120274914089346,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Chan_CancerCell_SCLC|RU661_T,0.0,0.07692307692307693,0.10256410256410256,0.0,0.8205128205128205,0.0,0.0,0.0,0.0,Cancer_Tumor,NSCLC
2023_Kumar_Nature_Breast|hbca_c96,0.031578947368421054,0.2736842105263158,0.6947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV03_CV0074,0.5883940620782726,0.24561403508771928,0.12955465587044535,0.03643724696356275,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s1125_Colon_AdjNorm,0.1027190332326284,0.027190332326283987,0.8096676737160121,0.045317220543806644,0.0,0.0,0.0,0.0,0.015105740181268883,Cancer_AdjNorm,CRC
2021_Pelka_Cell_CRC|C104_T_1_1_0_c1_v2,0.56,0.0,0.41,0.0,0.0,0.0,0.02,0.01,0.0,Cancer_Tumor,CRC
2022_Dominguez-Conde_Science_CellTypist|CZINY-0105,0.04713804713804714,0.6599326599326599,0.29292929292929293,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV12_CV0926,0.7478991596638656,0.06722689075630252,0.18487394957983194,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|M21,0.6253918495297806,0.30250783699059564,0.061128526645768025,0.0109717868338558,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH8919282,0.6424050632911392,0.3227848101265823,0.03481012658227848,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH8919332,0.5486111111111112,0.13194444444444445,0.3194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S050,0.0,0.0035450516986706058,0.3459379615952733,0.0,0.0,0.6505169867060562,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M011,0.33116883116883117,0.564935064935065,0.1038961038961039,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M035-1,0.1910828025477707,0.025477707006369428,0.3821656050955414,0.0,0.0,0.4012738853503185,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M028,0.5301204819277109,0.25903614457831325,0.07228915662650602,0.08433734939759036,0.0,0.05421686746987952,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G17,0.4222222222222222,0.3377777777777778,0.24,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M016,0.07891156462585033,0.0,0.9210884353741496,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-HC006,0.526984126984127,0.1111111111111111,0.25396825396825395,0.10793650793650794,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|E04,0.8014184397163121,0.18439716312056736,0.014184397163120567,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Guilliams_Cell_Liver|CS108,0.7525773195876289,0.16494845360824742,0.041237113402061855,0.0,0.041237113402061855,0.0,0.0,0.0,0.0,Cancer_Tumor,HCC
2021_Ren_Cell_COVID|S-S035-1,0.6684491978609626,0.12299465240641712,0.20855614973262032,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S070-3,0.8221957040572793,0.07637231503579953,0.10143198090692124,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|L21,0.2692307692307692,0.49230769230769234,0.17692307692307693,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M010-5,0.652670349907919,0.29705340699815835,0.03296500920810313,0.01731123388581952,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Hirz_NatComm_Prostate|GSM5494355_SCG-PCA5-N-LG,0.125,0.421875,0.453125,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,PRC
2021_Ren_Cell_COVID|S-HC003,0.5826446280991735,0.32644628099173556,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S020,0.8432432432432433,0.15675675675675677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-HC018-1,0.4135572139303483,0.39116915422885573,0.061567164179104475,0.13370646766169153,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FE08,0.4232081911262799,0.3720136518771331,0.17406143344709898,0.030716723549488054,0.0,0.0,0.0,0.0,0.0,Control,
2023_Fonseca_NatGenet_Endometriosis|sample27,0.12121212121212122,0.015151515151515152,0.4090909090909091,0.0,0.4393939393939394,0.0,0.015151515151515152,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH8919176,0.75,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH9143422,0.8491379310344828,0.07614942528735633,0.05603448275862069,0.01867816091954023,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Elmentaite_Nature_Intestine|4918STDY7901096,0.3869625520110957,0.09986130374479889,0.5131761442441054,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2020_Adams_SciAdv_IPF|003C,0.46938775510204084,0.1836734693877551,0.3163265306122449,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.0,Control,
2021_Szabo_Immunity_COVID19|COV022_blood_1days,0.7168458781362007,0.13978494623655913,0.14336917562724014,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S027,0.035620743844945,0.017286537454164485,0.9470927187008905,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M041-2,0.7298747763864043,0.16815742397137745,0.10196779964221825,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G21,0.5977011494252874,0.30842911877394635,0.022988505747126436,0.07088122605363985,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV11_CV0050,0.5925925925925926,0.09259259259259259,0.2962962962962963,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Fonseca_NatGenet_Endometriosis|sample44,0.060810810810810814,0.033783783783783786,0.3716216216216216,0.0,0.5337837837837838,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|B05,0.6785714285714286,0.17857142857142858,0.13095238095238096,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH9143322,0.3595505617977528,0.22752808988764045,0.40730337078651685,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|B06,0.8008130081300813,0.15040650406504066,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Elmentaite_Nature_Intestine|Human_colon_16S8123916,0.29292929292929293,0.0,0.04040404040404041,0.0,0.6464646464646465,0.0,0.020202020202020204,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573471_sample6,0.1,0.0,0.08571428571428572,0.0,0.7571428571428571,0.0,0.0,0.0,0.05714285714285714,Cancer_AdjNorm,GC
2023_Terekhova_Immunity_PBMC|D18,0.8719211822660099,0.08374384236453201,0.04433497536945813,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH8919329,0.6493506493506493,0.07792207792207792,0.01948051948051948,0.2532467532467532,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|I121881_E,0.2865853658536585,0.09146341463414634,0.5609756097560976,0.0,0.0,0.06097560975609756,0.0,0.0,0.0,Non-malignant disease,
2023_Fonseca_NatGenet_Endometriosis|sample32,0.0,0.0,0.29333333333333333,0.0,0.6933333333333334,0.0,0.013333333333333334,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZI-IA10244332+CZI-IA10244434,0.11280575539568345,0.010647482014388488,0.876546762589928,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|237CO,0.17444717444717445,0.06142506142506143,0.7641277641277642,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV01_CV0904,0.39285714285714285,0.33766233766233766,0.2694805194805195,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D20,0.16666666666666666,0.4895833333333333,0.171875,0.15625,0.0,0.005208333333333333,0.0,0.0,0.010416666666666666,Control,
2023_Terekhova_Immunity_PBMC|B21,0.6120689655172413,0.29310344827586204,0.07758620689655173,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A35,0.7295597484276729,0.13836477987421383,0.08176100628930817,0.050314465408805034,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|222I-a,0.2894736842105263,0.5263157894736842,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Madissoon_NatGenet_Lung|WSSS8062681,0.25675675675675674,0.14864864864864866,0.5945945945945946,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c120,0.18032786885245902,0.13114754098360656,0.6721311475409836,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2021_Pelka_Cell_CRC|C133_T_0_0_0_c2_v2,0.3050847457627119,0.13559322033898305,0.2711864406779661,0.05084745762711865,0.23728813559322035,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Wang_SciAdv_CRC|s1231_Colon_AdjNorm,0.1774193548387097,0.04838709677419355,0.7016129032258065,0.0,0.0,0.0,0.04838709677419355,0.0,0.024193548387096774,Cancer_AdjNorm,CRC
2023_Terekhova_Immunity_PBMC|L08,0.6086956521739131,0.2971014492753623,0.043478260869565216,0.043478260869565216,0.0,0.007246376811594203,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FE01,0.8132854578096947,0.15798922800718132,0.0,0.02872531418312388,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|N20,0.7425149700598802,0.16167664670658682,0.0658682634730539,0.029940119760479042,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|C08,0.8706896551724138,0.07758620689655173,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Perez_Science_SLE|dmx_YE_8-2,0.7110055423594616,0.21397466349960412,0.05958036421219319,0.015439429928741092,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|H06,0.7456896551724138,0.14655172413793102,0.10775862068965517,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|135I-b,0.32978723404255317,0.24468085106382978,0.425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV04_CV0911,0.7457627118644068,0.059322033898305086,0.19491525423728814,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FK01,0.43661971830985913,0.5070422535211268,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-HC020-2,0.4666666666666667,0.18666666666666668,0.3466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|T08,0.5535714285714286,0.35119047619047616,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FB01,0.7803203661327232,0.18306636155606407,0.036613272311212815,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Guilliams_Cell_Liver|CS46,0.6776315789473685,0.15789473684210525,0.09210526315789473,0.0,0.0,0.0,0.06578947368421052,0.006578947368421052,0.0,Cancer_Tumor,HCA
2023_Terekhova_Immunity_PBMC|FC01,0.543778801843318,0.391705069124424,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|AP11,0.2727272727272727,0.07467532467532467,0.032467532467532464,0.032467532467532464,0.0,0.5876623376623377,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH8919281,0.43119266055045874,0.1834862385321101,0.3394495412844037,0.0,0.0,0.03669724770642202,0.0,0.009174311926605505,0.0,Control,
2021_Ren_Cell_COVID|S-M069,0.547945205479452,0.27671232876712326,0.17534246575342466,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|newcastle59,0.23655913978494625,0.0,0.010752688172043012,0.0,0.0,0.7419354838709677,0.0,0.010752688172043012,0.0,Non-malignant disease,
2020_Adams_SciAdv_IPF|098C-b,0.24615384615384617,0.24615384615384617,0.5076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A20,0.48148148148148145,0.49206349206349204,0.026455026455026454,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c84,0.4365079365079365,0.07142857142857142,0.3412698412698413,0.0,0.14285714285714285,0.0,0.007936507936507936,0.0,0.0,Control,
2023_Hirz_NatComm_Prostate|GSM5494342_HP1,0.0,0.0,0.8588957055214724,0.0,0.1411042944785276,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|P10,0.4782608695652174,0.36231884057971014,0.11594202898550725,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c30,0.0,0.2903225806451613,0.6935483870967742,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,Cancer_Tumor,BRCA
2022_Dominguez-Conde_Science_CellTypist|CZI-IA10244331+CZI-IA10244433,0.40789473684210525,0.10526315789473684,0.4473684210526316,0.0,0.0,0.0,0.0,0.0,0.039473684210526314,Control,
2021_Pelka_Cell_CRC|C129_N_1_1_0_c1_v2,0.3939393939393939,0.08080808080808081,0.5252525252525253,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N18_LP_B,0.3770491803278688,0.08196721311475409,0.4262295081967213,0.04918032786885246,0.0,0.0,0.03278688524590164,0.0,0.03278688524590164,Control,
2021_Szabo_Immunity_COVID19|COV026_blood_8days,0.3079584775086505,0.34256055363321797,0.19377162629757785,0.15570934256055363,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|Pan_T7935495,0.8243243243243243,0.02702702702702703,0.14864864864864866,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|C06,0.436,0.356,0.144,0.064,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FK03,0.6861924686192469,0.22594142259414227,0.06694560669456066,0.02092050209205021,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Bladder_nan_10X,0.0,0.05511811023622047,0.49606299212598426,0.0,0.44881889763779526,0.0,0.0,0.0,0.0,Control,
2021_Elmentaite_Nature_Intestine|Human_colon_16S8123913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Control,
2021_Chan_CancerCell_SCLC|RU1144_LN,0.6084905660377359,0.22641509433962265,0.07075471698113207,0.0,0.009433962264150943,0.04716981132075472,0.0330188679245283,0.0047169811320754715,0.0,Cancer_Metastasis,SCLC
2023_Terekhova_Immunity_PBMC|B09,0.7403314917127072,0.09392265193370165,0.16574585635359115,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N10_LP_A,0.22935779816513763,0.01834862385321101,0.7247706422018348,0.0,0.0,0.0,0.0,0.0,0.027522935779816515,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Kidney_nan_smartseq2,0.3076923076923077,0.5576923076923077,0.09615384615384616,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,Control,
2020_Park_Science_Thymus|4861STDY7528590,0.07407407407407407,0.3333333333333333,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,Control,
2021_Ren_Cell_COVID|S-S061,0.854122621564482,0.0,0.12473572938689217,0.0,0.0,0.0,0.0,0.0,0.021141649048625793,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV14_CV0940,0.784,0.112,0.104,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N119540_L1,0.49743589743589745,0.08974358974358974,0.4128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N148519_E1,0.1839080459770115,0.5517241379310345,0.22988505747126436,0.0,0.0,0.0,0.0,0.022988505747126436,0.011494252873563218,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|FL01,0.7857142857142857,0.18956043956043955,0.024725274725274724,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Madissoon_NatGenet_Lung|WSSS8123926,0.6707317073170732,0.04878048780487805,0.012195121951219513,0.0,0.2073170731707317,0.012195121951219513,0.04878048780487805,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|P15,0.7552742616033755,0.2109704641350211,0.03375527426160337,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573467_sample2,0.425,0.075,0.0,0.0,0.4875,0.0,0.0125,0.0,0.0,Cancer_Tumor,GC
2023_Kumar_Nature_Breast|hbca_c63,0.14285714285714285,0.031746031746031744,0.8015873015873016,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,Control,
2021_Ren_Cell_COVID|S-M031-2,0.6997826761875194,0.1339646072648246,0.14001862775535548,0.026234088792300526,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Madissoon_NatGenet_Lung|WSSS8062682,0.0875,0.1875,0.6875,0.0,0.0375,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D06,0.5339805825242718,0.3446601941747573,0.09223300970873786,0.02912621359223301,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N128400_E,0.1527777777777778,0.1388888888888889,0.6527777777777778,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|K17,0.6736842105263158,0.2,0.021052631578947368,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|S13,0.19306930693069307,0.26732673267326734,0.4504950495049505,0.0891089108910891,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D19,0.7232142857142857,0.15178571428571427,0.125,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV12_CV0068,0.5634920634920635,0.0873015873015873,0.30952380952380953,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Hickey_Nature_Intestine|B012-A-501,0.04,0.6933333333333334,0.25333333333333335,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,Control,
2021_Szabo_Immunity_COVID19|COV022_blood_2days,0.7853177051202961,0.11659469463294263,0.09808760024676126,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Zhou_NatGenet_PDAC|HT264P1-S1H2Fc2A2N1Z1_1Bmn1,0.6288659793814433,0.20103092783505155,0.17010309278350516,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2020_Adams_SciAdv_IPF|179I,0.39080459770114945,0.2988505747126437,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S021-5,0.6388181355068773,0.25904228222109016,0.08252674477840041,0.019612837493632195,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S049,0.3177570093457944,0.25634178905206945,0.4259012016021362,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|FG02,0.7804878048780488,0.16376306620209058,0.05574912891986063,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|217CO-a,0.323943661971831,0.3380281690140845,0.3380281690140845,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0103,0.07241379310344828,0.6655172413793103,0.2620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S053,0.7271186440677966,0.12542372881355932,0.13389830508474576,0.013559322033898305,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S056,0.09759358288770054,0.0,0.0,0.0,0.0,0.9024064171122995,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M007-6,0.6552930883639545,0.18591426071741032,0.10979877515310586,0.02974628171478565,0.0,0.019247594050743656,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S089-2,0.8639240506329114,0.1360759493670886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Chan_CancerCell_SCLC|RU1134-CN2,0.0,0.5928853754940712,0.1067193675889328,0.0,0.2885375494071146,0.0,0.0,0.0,0.011857707509881422,Cancer_Tumor,NSCLC
2023_Terekhova_Immunity_PBMC|B18,0.5646551724137931,0.3706896551724138,0.04310344827586207,0.021551724137931036,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FA01,0.7900763358778626,0.09541984732824428,0.05725190839694656,0.05725190839694656,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FE06,0.3761904761904762,0.46190476190476193,0.10952380952380952,0.05238095238095238,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c107,0.029411764705882353,0.14705882352941177,0.8088235294117647,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S065,0.1605351170568562,0.34782608695652173,0.48494983277591974,0.0,0.0,0.006688963210702341,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH9143420,0.9530791788856305,0.03812316715542522,0.008797653958944282,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|H157844_L,0.4233576642335766,0.19708029197080293,0.26277372262773724,0.0,0.072992700729927,0.0,0.043795620437956206,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C139_N_1_1_0_c1_v2,0.03278688524590164,0.6229508196721312,0.3442622950819672,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Hao_Cell_Blood|P4_5,0.48517520215633425,0.3504043126684636,0.16442048517520216,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C105_T_1_1_0_c1_v2,0.09090909090909091,0.6212121212121212,0.2878787878787879,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|C05,0.28717948717948716,0.6512820512820513,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|123I,0.21212121212121213,0.1414141414141414,0.24242424242424243,0.030303030303030304,0.36363636363636365,0.0,0.0,0.0,0.010101010101010102,Non-malignant disease,
2021_Ren_Cell_COVID|S-M010-4,0.6642722117202269,0.29073724007561436,0.020415879017013232,0.018525519848771266,0.0,0.0060491493383742915,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0098,0.06498194945848375,0.6750902527075813,0.259927797833935,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M025,0.7436548223350253,0.17258883248730963,0.08375634517766498,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G13,0.31336405529953915,0.5069124423963134,0.11981566820276497,0.03225806451612903,0.0,0.027649769585253458,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-HC017,0.6258351893095768,0.21380846325167038,0.1291759465478842,0.031180400890868598,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D16,0.4883720930232558,0.37209302325581395,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Hirz_NatComm_Prostate|GSM5494376_SCG-PCA20-N-LG,0.35176991150442477,0.03650442477876106,0.3971238938053097,0.0,0.21460176991150443,0.0,0.0,0.0,0.0,Cancer_AdjNorm,PRC
2021_Ren_Cell_COVID|S-M020,0.6276391554702495,0.30710172744721687,0.06525911708253358,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|H12,0.5477386934673367,0.4321608040201005,0.020100502512562814,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV14_CV0137,0.6166666666666667,0.15,0.175,0.058333333333333334,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S066,0.5202839756592292,0.3367139959432049,0.11257606490872211,0.030425963488843813,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S038,0.04871060171919771,0.11174785100286533,0.0,0.04297994269340974,0.0,0.7621776504297995,0.014326647564469915,0.0,0.02005730659025788,Non-malignant disease,
